Month,LTOTL
5/24/39,16620.359
5/31/39,16577.085
6/7/39,16684.992
6/14/39,16928.91
6/21/39,16827.826
6/28/39,16796.836
7/5/39,16784.595
7/12/39,16995.03
7/19/39,17024.892
7/26/39,16991.769
8/2/39,17115.201
8/9/39,17083.784
8/16/39,17249.991
8/23/39,17335.138
8/30/39,17466.285
9/6/39,17748.698
9/13/39,18285.825
9/20/39,18312.932
9/27/39,18256.176
10/4/39,18285.762
10/11/39,18288.101
10/18/39,18466.871
10/25/39,18360.173
11/1/39,18429.234
11/8/39,18259.077
11/15/39,18650.305
11/22/39,18302.561
11/29/39,18331.911
12/6/39,18273.376
12/13/39,18435.573
12/20/39,18570.421
12/27/39,18528.122
1/3/40,18753.366
1/10/40,18659.661
1/17/40,18835.136
1/24/40,18819.415
1/31/40,18872.569
2/7/40,18885.415
2/14/40,19131.35
2/21/40,19023.136
2/28/40,19001.351
3/6/40,19120.562
3/13/40,19285.9
3/20/40,19341.358
3/27/40,19426.814
4/3/40,19367.153
4/10/40,19396.958
4/17/40,19695.584
4/24/40,19665.235
5/1/40,19769.751
5/8/40,19721.318
5/15/40,20125.564
5/22/40,20149.117
5/29/40,20201.203
6/5/40,20346.189
6/12/40,20665.784
6/19/40,20968.839
6/26/40,20942.81
7/3/40,21132.115
7/10/40,21199.417
7/17/40,21422.379
7/24/40,21386.418
7/31/40,21442.267
8/7/40,21480.043
8/14/40,21760.513
8/21/40,21732.898
8/28/40,21775.388
9/4/40,21840.442
9/11/40,21946.687
9/18/40,22165.905
9/25/40,22101.408
10/2/40,22255.859
10/9/40,22222.683
10/16/40,22636.997
10/23/40,22391.821
10/30/40,22489.246
11/6/40,22434.351
11/13/40,22674.88
11/20/40,22677.59
11/27/40,22612.164
12/4/40,22609.782
12/11/40,22643.961
12/18/40,22880.081
12/24/40,22774.506
12/31/40,22892.539
1/8/41,22826.469
1/15/41,23062.026
1/22/41,23036.894
1/29/41,22946.747
2/5/41,22924.379
2/12/41,22992.741
2/19/41,23028.592
2/26/41,23105.413
3/5/41,23187.961
3/12/41,23245.65
3/19/41,23360.403
3/26/41,23155.527
4/2/41,23180.345
4/9/41,23116.18
4/16/41,23497.735
4/23/41,23286.828
4/30/41,23314.269
5/7/41,23237.893
5/14/41,23517.484
5/21/41,23513.775
5/28/41,23396.394
6/4/41,23422.637
6/11/41,23446.307
6/18/41,23673.487
6/25/41,23432.593
7/2/41,23473.553
7/9/41,23408.395
7/16/41,23663.678
7/23/41,23489.185
7/30/41,23433.684
8/6/41,23410.925
8/13/41,23551.539
8/20/41,23531.897
8/27/41,23500.511
9/3/41,23446.132
9/10/41,23442.822
9/17/41,23833.149
9/24/41,23559.379
10/1/41,23745.969
10/8/41,23610.948
10/15/41,24177.284
10/22/41,23860.851
10/29/41,23789.05
11/5/41,23690.464
11/12/41,23714.777
11/19/41,24025.081
11/26/41,23805.175
12/3/41,23763.607
12/10/41,23696.345
12/17/41,24196.363
12/24/41,23963.552
12/31/41,23979.306
1/7/42,23817.107
1/14/42,24066.318
1/21/42,24026.123
1/28/42,23900.64
2/4/42,23893.739
2/11/42,23820.572
2/18/42,24042.58
2/25/42,24038.196
3/4/42,23907.661
3/11/42,23889.264
3/18/42,24346.084
3/25/42,23885.515
4/1/42,23812.596
4/8/42,23805.469
4/15/42,24205.097
4/22/42,23959.619
4/29/42,23948.233
5/6/42,24011.984
5/13/42,24247.839
5/20/42,24153.085
5/27/42,24049.666
6/3/42,24250.022
6/10/42,24162.34
6/17/42,24617.32
6/24/42,24276.919
7/1/42,24443.716
7/8/42,24588.49
7/15/42,24967.325
7/22/42,24714.069
7/29/42,24715.19
8/5/42,24871.046
8/12/42,25075.264
8/19/42,25186.287
8/26/42,25005.45
9/2/42,25035.062
9/9/42,25168.786
9/16/42,25758.757
9/23/42,25216.503
9/30/42,25373.446
10/7/42,25296.498
10/14/42,26092.084
10/21/42,26228.731
10/28/42,26278.579
11/4/42,26289.123
11/11/42,26542.059
11/18/42,26818.465
11/25/42,26743.663
12/2/42,27247.048
12/9/42,27487.53
12/16/42,28055.179
12/23/42,28082.31
12/30/42,28383.233
1/6/43,28227.205
1/13/43,28157.822
1/20/43,28065.49
1/27/43,27820.258
2/3/43,27546.623
2/10/43,27632.515
2/17/43,28173.261
2/24/43,28116.933
3/3/43,27983.381
3/10/43,28102.663
3/17/43,28842.474
3/24/43,28179.278
3/31/43,27936.384
4/7/43,28422.619
4/14/43,29085.633
4/21/43,28439.266
4/28/43,28372.648
5/5/43,28534.058
5/12/43,28128.274
5/19/43,28079.379
5/26/43,28016.301
6/2/43,28136.584
6/9/43,28439.19
6/16/43,29018.832
6/23/43,28830.253
6/30/43,29174.623
7/7/43,29634.804
7/14/43,29809.302
7/21/43,29498.275
7/28/43,29795.254
8/4/43,30047.72
8/11/43,30086.543
8/18/43,30082.642
8/25/43,30441.713
9/1/43,30835.227
9/8/43,30950.585
9/15/43,32160.053
9/22/43,31427.774
9/29/43,31117.593
10/6/43,31143.18
10/13/43,30822.4
10/20/43,30843.563
10/27/43,31065.569
11/3/43,31134.379
11/10/43,31431.387
11/17/43,31871.928
11/24/43,32012.984
12/1/43,32191.832
12/8/43,32690.436
12/15/43,33193.052
12/22/43,33949.542
12/29/43,33819.98
1/5/44,33650.974
1/12/44,33501.198
1/19/44,33734.806
1/26/44,33583.077
2/2/44,33384.923
2/9/44,32523.471
2/16/44,33380.44
2/23/44,33215.828
3/1/44,33035.188
3/8/44,33225.495
3/15/44,33839.154
3/22/44,33726.46
3/29/44,33653.72
4/5/44,33413.183
4/12/44,33854.855
4/19/44,34162.256
4/26/44,34166.978
5/3/44,34245.189
5/10/44,34191.885
5/17/44,35089.799
5/24/44,34951.033
5/31/44,35095.126
6/7/44,35442.154
6/14/44,36264.177
6/21/44,36507.391
6/28/44,35893.642
7/5/44,35295.63
7/12/44,35642.272
7/19/44,35371.711
7/26/44,35318.874
8/2/44,35469.518
8/9/44,35662.63
8/16/44,35968.849
8/23/44,36076.552
8/30/44,36199.271
9/6/44,36433.008
9/13/44,37245.337
9/20/44,37555.516
9/27/44,36956.67
10/4/44,37014.805
10/11/44,37310.378
10/18/44,37895.33
10/25/44,37804.874
11/1/44,38245.561
11/8/44,38490.753
11/15/44,39166.343
11/22/44,39286.613
11/29/44,39506.846
12/6/44,38914.474
12/13/44,39311.616
12/20/44,40230.367
12/27/44,39716.493
1/3/45,39600.924
1/10/45,39219.44
1/17/45,39335.163
1/24/45,39280.912
1/31/45,39433.54
2/7/45,39386.81
2/14/45,39892.479
2/21/45,39771.639
2/28/45,39930.963
3/7/45,39761.408
3/14/45,40214.221
3/21/45,40036.894
3/28/45,39811.564
4/4/45,39919.276
4/11/45,40360.222
4/18/45,40771.39
4/25/45,40944.268
5/2/45,41042.685
5/9/45,40918.58
5/16/45,41380.119
5/23/45,41471.954
5/30/45,41654.812
6/6/45,41579.954
6/13/45,42036.228
6/20/45,42190.217
6/27/45,41693.76
7/3/45,41612.705
7/11/45,41346.362
7/18/45,41680.105
7/25/45,41454.028
8/1/45,41904.879
8/8/45,41783.502
8/15/45,42105.152
8/22/45,42494.072
8/29/45,42259.054
9/5/45,42272.297
9/12/45,43051.01
9/19/45,43328.947
9/26/45,43199.753
10/3/45,43085.753
10/10/45,43059.717
10/17/45,43359.479
10/24/45,43073.36
10/31/45,43323.323
11/7/45,43063.409
11/14/45,44109.413
11/21/45,43772.025
11/28/45,44089.262
12/5/45,43577.083
12/12/45,43710.322
12/19/45,44470.396
12/26/45,44266.429
1/2/46,44427.264
1/9/46,43899.42
1/16/46,43917.012
1/23/46,43732.087
1/30/46,43627.009
2/6/46,43426.715
2/13/46,43581.402
2/20/46,43614.253
2/27/46,43489.673
3/6/46,42955.313
3/13/46,43366.576
3/20/46,43494.37
3/27/46,43815.097
4/3/46,42653.971
4/10/46,42440.87
4/17/46,42809.228
4/24/46,42751.576
5/1/46,42850.086
5/8/46,42761.582
5/15/46,43276.536
5/22/46,42879.957
5/29/46,43150.955
6/5/46,43167.299
6/12/46,43713.764
6/19/46,43637.132
6/26/46,43771.246
7/3/46,43420.59
7/10/46,43697.741
7/17/46,44054.861
7/24/46,44092.961
7/31/46,43982.24
8/7/46,43852.431
8/14/46,44316.235
8/21/46,43942.115
8/28/46,43836.819
9/4/46,43704.533
9/11/46,43809.882
9/18/46,44537.946
9/25/46,44563.434
10/2/46,44097.609
10/9/46,43757.076
10/16/46,44705.117
10/23/46,43684.307
10/30/46,44143.301
11/6/46,44011.942
11/13/46,44903.199
11/20/46,44637.522
11/27/46,44434.971
12/4/46,44631.459
12/11/46,44883.965
12/18/46,44973.183
12/24/46,44973.286
12/31/46,44327.993
1/8/47,44495.351
1/15/47,44714.787
1/22/47,44960.061
1/29/47,45151.818
2/5/47,44402.255
2/12/47,45017.886
2/19/47,45408.202
2/26/47,45869.813
3/5/47,44748.159
3/12/47,44879.601
3/19/47,44514.34
3/26/47,44548.999
4/2/47,43798.014
4/9/47,43863.384
4/16/47,44049.344
4/23/47,43449.661
4/30/47,43546.284
5/7/47,43445.769
5/14/47,44010.763
5/21/47,43614.511
5/28/47,43339.02
6/4/47,43752.289
6/11/47,43557.381
6/18/47,43933.865
6/25/47,43870.804
7/2/47,44071.212
7/9/47,43885.743
7/16/47,44684.305
7/23/47,44192.262
7/30/47,44399.438
8/6/47,44304.343
8/13/47,44923.346
8/20/47,45068.984
8/27/47,44790.206
9/3/47,44968.581
9/10/47,44963.73
9/17/47,45637.754
9/24/47,45459.141
10/1/47,45752.239
10/8/47,45478.141
10/15/47,46476.36
10/22/47,45601.22
10/29/47,45934.473
11/5/47,45688.142
11/12/47,46072.018
11/19/47,46784.567
11/26/47,46352.496
12/3/47,46333.688
12/10/47,46073.961
12/17/47,46931.734
12/24/47,46647.199
12/31/47,46940.135
1/7/48,46052.132
1/14/48,46818.027
1/21/48,46573.276
1/28/48,46696.146
2/4/48,45063.673
2/11/48,45600.25
2/18/48,46189.386
2/25/48,45843.897
3/3/48,45824.947
3/10/48,45219.635
3/17/48,45952.837
3/24/48,45688.26
3/31/48,45846.255
4/7/48,45001.861
4/14/48,45661.072
4/21/48,45258.392
4/28/48,44987.274
5/5/48,44792.718
5/12/48,45244.711
5/19/48,45147.457
5/26/48,45305.124
6/2/48,45446.766
6/9/48,45075.138
6/16/48,46545.627
6/23/48,46273.893
6/30/48,46315.445
7/7/48,46403.243
7/14/48,46940.585
7/21/48,46515.272
7/28/48,46194.76
8/4/48,46289.688
8/11/48,46584.353
8/18/48,46980.944
8/25/48,46516.296
9/1/48,46492.218
9/8/48,46282.562
9/15/48,47408.793
9/22/48,47663.802
9/29/48,48860.616
10/6/48,48325.882
10/13/48,49153.024
10/20/48,49173.759
10/27/48,48799.028
11/3/48,48717.74
11/10/48,48935.06
11/17/48,49659.484
11/24/48,49084.987
12/1/48,48958.454
12/8/48,48761.473
12/15/48,49553.107
12/22/48,49404.778
12/29/48,49224.28
1/5/49,48804.342
1/12/49,48394.385
1/19/49,48340.791
1/26/49,48219.772
2/2/49,48095.745
2/9/49,47870.781
2/16/49,48619.969
2/23/49,47924.263
3/2/49,47678.131
3/9/49,47023.215
3/16/49,48076.408
3/23/49,47823.149
3/30/49,47463.946
4/6/49,47028.309
4/13/49,47341.07
4/20/49,47488.708
4/27/49,46688.741
5/4/49,46520.906
5/11/49,45629.569
5/18/49,46081.212
5/25/49,45053.788
6/1/49,45099.343
6/8/49,44968.372
6/15/49,45521.252
6/22/49,45444.712
6/29/49,44926.165
7/6/49,44620.532
7/13/49,44639.961
7/20/49,44401.129
7/27/49,44126.563
8/3/49,44297.509
8/10/49,44029.185
8/17/49,44243.846
8/24/49,43206.476
8/31/49,43345.927
9/7/49,42789.461
9/14/49,43696.901
9/21/49,43541.758
9/28/49,43669.077
10/5/49,43561.418
10/12/49,43506.031
10/19/49,43808.338
10/26/49,43105.545
11/2/49,43734.125
11/9/49,43293.788
11/16/49,44493.282
11/23/49,43336.963
11/30/49,43415.065
12/7/49,43668.833
12/14/49,44438.265
12/21/49,44713.058
12/28/49,44515.999
1/4/50,44804.295
1/11/50,43797.714
1/18/50,43910.726
1/25/50,43636.832
2/1/50,43807.455
2/8/50,43141.37
2/15/50,44091.337
2/22/50,43154.988
3/1/50,43614.803
3/8/50,43219.344
3/15/50,43827.322
3/22/50,43213.311
3/29/50,43104.107
4/5/50,42823.547
4/12/50,43225.132
4/19/50,43196.407
4/26/50,43043.811
5/3/50,43031.45
5/10/50,42844.555
5/17/50,43386.024
5/24/50,42683.902
5/31/50,42642.377
6/7/50,42927.878
6/14/50,43702.459
6/21/50,43530.781
6/28/50,43466.233
7/5/50,43558.1
7/12/50,43801.588
7/19/50,43774.791
7/26/50,43615.224
8/2/50,43809.201
8/9/50,43753.526
8/16/50,44313.792
8/23/50,43583.019
8/30/50,43581.125
9/6/50,43751.191
9/13/50,44730.356
9/20/50,44370.734
9/27/50,44617.184
10/4/50,44342.957
10/11/50,44336.862
10/18/50,45208.208
10/25/50,44158.393
11/1/50,44212.566
11/8/50,43991.251
11/15/50,45165.957
11/22/50,44492.627
11/29/50,44430.59
12/6/50,44756.507
12/13/50,45475.954
12/20/50,45950.327
12/27/50,45546.103
1/3/51,46060.453
1/10/51,44813.177
1/17/51,45986.816
1/24/51,45447.264
1/31/51,46549.657
2/7/51,46441.873
2/14/51,47150.346
2/21/51,46650.14
2/28/51,46461.344
3/7/51,46136.348
3/14/51,46972.729
3/21/51,47033.727
3/28/51,47092.437
4/4/51,46661.749
4/11/51,46737.953
4/18/51,47445.683
4/25/51,46671.207
5/2/51,46636.325
5/9/51,46392.249
5/16/51,47281.41
5/23/51,46261.052
5/30/51,46064.501
6/6/51,46162.102
6/13/51,46893.558
6/20/51,47775.673
6/27/51,46677.73
7/3/51,46652.948
7/11/51,46834.229
7/18/51,47447.843
7/25/51,46648.479
8/1/51,46981.99
8/8/51,46623.551
8/15/51,47539.772
8/22/51,47033.628
8/29/51,46712.952
9/5/51,46742.161
9/12/51,47550.622
9/19/51,48555.371
9/26/51,47987.563
10/3/51,48041.513
10/10/51,48000.737
10/17/51,49052.679
10/24/51,48086.351
10/31/51,47814.548
11/7/51,47860.988
11/14/51,48767.862
11/21/51,48470.39
11/28/51,48196.281
12/5/51,48580.531
12/12/51,48660.551
12/19/51,49657.639
12/26/51,49030.576
1/2/52,49279.998
1/9/52,48551.277
1/16/52,49046.796
1/23/52,48576.212
1/30/52,48068.156
2/6/52,47932.889
2/13/52,48592.207
2/20/52,48590.443
2/27/52,48516.356
3/5/52,48400.281
3/12/52,48397.343
3/19/52,49825.706
3/26/52,48453.192
4/2/52,48161.495
4/9/52,47873.579
4/16/52,49409.046
4/23/52,48683.278
4/30/52,48263.55
5/7/52,48503.842
5/14/52,48833.6
5/21/52,48616.614
5/28/52,48217.153
6/4/52,48649.381
6/11/52,48705.817
6/18/52,50383.764
6/25/52,48816.141
7/2/52,48946.886
7/9/52,48972.747
7/16/52,49768.309
7/23/52,49295.081
7/30/52,49499.397
8/6/52,48992.617
8/13/52,49478.016
8/20/52,49729.735
8/27/52,49183.531
9/3/52,49418.531
9/10/52,49643.662
9/17/52,51089.797
9/24/52,49962.382
10/1/52,49749.672
10/8/52,49886.534
10/15/52,51011.75
10/22/52,50834.324
10/29/52,50249.211
11/5/52,50616.561
11/12/52,50942.521
11/19/52,51545.722
11/26/52,51107.917
12/3/52,51303.01
12/10/52,51469.883
12/17/52,52841.783
12/23/52,52251.784
12/30/52,51515.298
1/7/53,51306.3
1/14/53,51381.717
1/21/53,51195.991
1/28/53,50856.807
2/4/53,50649.742
2/11/53,50359.582
2/18/53,50439.176
2/25/53,49850.477
3/4/53,49919.194
3/11/53,50032.255
3/18/53,51398.606
3/25/53,49998.852
4/1/53,49308.139
4/8/53,49329.902
4/15/53,50311.262
4/22/53,49607.892
4/29/53,49379.695
5/6/53,49402.284
5/13/53,50245.338
5/20/53,49680.906
5/27/53,49278.933
6/3/53,49152.433
6/10/53,49458.839
6/17/53,51711.85
6/24/53,50391.687
7/1/53,49877.448
7/8/53,49541.997
7/15/53,50168.611
7/22/53,50024.031
7/29/53,49971.994
8/5/53,49627.952
8/12/53,50212.961
8/19/53,50538.523
8/26/53,49706.427
9/2/53,49547.216
9/9/53,49492.44
9/16/53,51029.098
9/23/53,50238.363
9/30/53,50027.499
10/7/53,49604.055
10/14/53,50734.515
10/21/53,50430.328
10/28/53,49962.233
11/4/53,50463.065
11/11/53,50207.629
11/18/53,51365.819
11/25/53,50551.508
12/2/53,50412.426
12/9/53,50506.357
12/16/53,51658.644
12/23/53,51659.816
12/30/53,51351.295
1/6/54,50716.404
1/13/54,50584.13
1/20/54,50944.102
1/27/54,49856.961
2/3/54,49961.323
2/10/54,49880.741
2/17/54,50804.614
2/24/54,49612.204
3/3/54,49752.628
3/10/54,49594.24
3/17/54,51265.973
3/24/54,50107.479
3/31/54,49587.191
4/7/54,49071.877
4/14/54,49873.377
4/21/54,49833.975
4/28/54,49404.151
5/5/54,49283.425
5/12/54,49730.53
5/19/54,49854.386
5/26/54,49366.815
6/2/54,49311.528
6/9/54,49492.758
6/16/54,50739.323
6/23/54,51155.037
6/30/54,49638.385
7/7/54,49286.376
7/14/54,49994.909
7/21/54,49496.141
7/28/54,49034.552
8/4/54,48740.833
8/11/54,48847.992
8/18/54,49260.877
8/25/54,48411.348
9/1/54,48466.184
9/8/54,48091.706
9/15/54,49657.688
9/22/54,48776.502
9/29/54,48672.46
10/6/54,49110.143
10/13/54,49554.673
10/20/54,49637.659
10/27/54,49093.282
11/3/54,49418.644
11/10/54,49334.134
11/17/54,50604.843
11/24/54,49522.513
12/1/54,49897.671
12/8/54,49421.682
12/15/54,50851.13
12/22/54,50377.208
12/29/54,50248.675
1/5/55,50083.934
1/12/55,49917.786
1/19/55,49531.981
1/26/55,48950.848
2/2/55,49333.956
2/9/55,48813.054
2/16/55,49779.2
2/23/55,48719.006
3/2/55,49059.604
3/9/55,48526.431
3/16/55,50598.466
3/23/55,49397.542
3/30/55,48777.487
4/6/55,48677.751
4/13/55,49327.549
4/20/55,49479.216
4/27/55,49012.758
5/4/55,49152.806
5/11/55,48751.506
5/18/55,49425.165
5/25/55,48694.933
6/1/55,48843.145
6/8/55,48418.102
6/15/55,50111.241
6/22/55,49626.97
6/29/55,49238.931
7/6/55,48907.01
7/13/55,49607.177
7/20/55,49790.096
7/27/55,49323.872
8/3/55,49531.321
8/10/55,48997.97
8/17/55,49855.419
8/24/55,48726.686
8/31/55,48723.806
9/7/55,48576.02
9/14/55,50099.668
9/21/55,50124.973
9/28/55,49339.339
10/5/55,49280.621
10/12/55,49913.29
10/19/55,50583.132
10/26/55,49938.971
11/2/55,50385.2
11/9/55,49816.714
11/16/55,51172.137
11/23/55,50091.328
11/30/55,50024.534
12/7/55,50159.813
12/14/55,50929.219
12/21/55,51612.069
12/28/55,51041.499
1/4/56,51082.222
1/11/56,50394.056
1/18/56,50635.788
1/25/56,49965.853
2/1/56,49859.392
2/8/56,49138.224
2/15/56,50365.605
2/22/56,49863.275
2/29/56,49414.333
3/7/56,49038.734
3/14/56,50038.633
3/21/56,50886.333
3/28/56,49420.634
4/4/56,49120.786
4/11/56,49390.364
4/18/56,50120.177
4/25/56,49460.027
5/2/56,49708.384
5/9/56,49260.325
5/16/56,50253.222
5/23/56,49330.502
5/30/56,48933.767
6/6/56,48915.999
6/13/56,49921.75
6/20/56,51465.138
6/27/56,49856.927
7/4/56,49866.861
7/11/56,49865.482
7/18/56,50317.621
7/25/56,49305.331
8/1/56,49397.132
8/8/56,49180.01
8/15/56,50619.218
8/22/56,49985.503
8/29/56,49309.7
9/5/56,49598.526
9/12/56,50362.051
9/19/56,50896.433
9/26/56,50149.049
10/3/56,50358.18
10/10/56,49827.576
10/17/56,51360.071
10/24/56,50430.331
10/31/56,50163.085
11/7/56,50357.798
11/14/56,50783.292
11/21/56,51506.745
11/28/56,50723.606
12/5/56,50777.172
12/12/56,51172.293
12/19/56,52969.933
12/26/56,51364.894
1/2/57,52140.789
1/9/57,50978.045
1/16/57,51629.914
1/23/57,50579.623
1/30/57,50688.912
2/6/57,50313.931
2/13/57,50297.672
2/20/57,50567.062
2/27/57,50098.199
3/6/57,49719.939
3/13/57,50087.671
3/20/57,51973.945
3/27/57,49678.045
4/3/57,50174.075
4/10/57,50016.726
4/17/57,50978.18
4/24/57,50382.335
5/1/57,50866.822
5/8/57,49827.991
5/15/57,50906.762
5/22/57,50130.225
5/29/57,50285.327
6/5/57,49657.788
6/12/57,50702.849
6/19/57,52440.777
6/26/57,50518.272
7/3/57,51014.967
7/10/57,50438.578
7/17/57,51575.899
7/24/57,50356.575
7/31/57,50456.758
8/7/57,49885.664
8/14/57,50765.085
8/21/57,50421.912
8/28/57,50217.909
9/4/57,49742.943
9/11/57,50464.964
9/18/57,52214.173
9/25/57,50716.734
10/2/57,50838.697
10/9/57,50267.788
10/16/57,51776.808
10/23/57,50688.399
10/30/57,50563.026
11/6/57,50590.648
11/13/57,50774.125
11/20/57,51937.782
11/27/57,50873.944
12/4/57,50829.035
12/11/57,51293.529
12/18/57,52841.677
12/25/57,52156.734
12/31/57,51737.814
1/8/58,51361.805
1/15/58,51912.405
1/22/58,51456.265
1/29/58,50550.913
2/5/58,50188.956
2/12/58,50693.663
2/19/58,50643.81
2/26/58,50290.556
3/5/58,50080.118
3/12/58,50416.848
3/19/58,51981.515
3/26/58,50015.185
4/2/58,49855.036
4/9/58,49672.882
4/16/58,51271.817
4/23/58,50195.958
4/30/58,49951.119
5/7/58,49571.687
5/14/58,50486.013
5/21/58,49948.352
5/28/58,49416.888
6/4/58,49693.849
6/11/58,49950.097
6/18/58,52479.394
6/25/58,50639.671
7/2/58,50778.853
7/9/58,50589.784
7/16/58,51580.977
7/23/58,50445.779
7/30/58,50054.207
8/6/58,50216.934
8/13/58,51009.456
8/20/58,50716.827
8/27/58,49993.8
9/3/58,50106.257
9/10/58,50304.39
9/17/58,51431.55
9/24/58,50513.718
10/1/58,50345.225
10/8/58,50084.199
10/15/58,51931.104
10/22/58,51292.753
10/29/58,50589.049
11/5/58,50594.028
11/12/58,50623.674
11/19/58,51937.094
11/26/58,51790.183
12/3/58,51226.742
12/10/58,51133.048
12/17/58,53308.457
12/23/58,52456.292
12/31/58,51754.523
1/7/59,51820.049
1/14/59,52169.959
1/21/59,51770.36
1/28/59,51064.47
2/4/59,50896.15
2/11/59,50586.887
2/18/59,51731.691
2/25/59,50698.203
3/4/59,50837.238
3/11/59,50346.471
3/18/59,52738.174
3/25/59,50781.655
4/1/59,50664.609
4/8/59,50750.842
4/15/59,52366.871
4/22/59,51663.713
4/29/59,50960.341
5/6/59,51120.479
5/13/59,51873.679
5/20/59,51309.941
5/27/59,50718.479
6/3/59,50745.165
6/10/59,50767.408
6/17/59,53242.888
6/24/59,51436.293
7/1/59,51356.101
7/8/59,51347.607
7/15/59,52544.679
7/22/59,51891.888
7/29/59,51158.739
8/5/59,50916.48
8/12/59,51473.724
8/19/59,51616.64
8/26/59,50941.592
9/2/59,51109.565
9/9/59,50466.506
9/16/59,53054.55
9/23/59,52189.674
9/30/59,51264.222
10/7/59,51094.486
10/14/59,52036.948
10/21/59,52169.538
10/28/59,51583.375
11/4/59,51787.302
11/11/59,51750.264
11/18/59,52866.097
11/25/59,51755.718
12/2/59,52195.888
12/9/59,51523.853
12/16/59,53402.835
12/22/59,52984.266
12/30/59,52473.259
1/6/60,53340.35
1/13/60,52193.889
1/20/60,52123.647
1/27/60,50952.502
2/3/60,51031.381
2/10/60,50465.371
2/17/60,51967.311
2/24/60,50423.785
3/2/60,50733.537
3/9/60,49874.382
3/16/60,51643.768
3/23/60,50382.392
3/30/60,50427.827
4/6/60,50169.439
4/13/60,50925.469
4/20/60,51416.26
4/27/60,50908.223
5/4/60,51013.747
5/11/60,51036.86
5/18/60,51223.999
5/25/60,50229.001
6/1/60,50280.241
6/8/60,50539.952
6/15/60,52126.832
6/22/60,52158.116
6/29/60,50836.193
7/6/60,51092.737
7/13/60,51751.044
7/20/60,52506.183
7/27/60,51063.133
8/3/60,51311.37
8/10/60,50963.633
8/17/60,52319.111
8/24/60,50656.932
8/31/60,50725.172
9/7/60,50047.034
9/14/60,51735.718
9/21/60,52098.905
9/28/60,51450.521
10/5/60,50976.83
10/12/60,51405.321
10/19/60,51768.854
10/26/60,51767.927
11/2/60,51995.242
11/9/60,51196.483
11/16/60,52976.569
11/23/60,51301.272
11/30/60,50675.733
12/7/60,50359.54
12/14/60,51045.959
12/21/60,52460.599
12/28/60,51158.719
1/4/61,51440.036
1/11/61,50260.741
1/18/61,50961.962
1/25/61,49648.789
2/1/61,47821
2/8/61,48295
2/15/61,49222
2/22/61,48033
3/1/61,47876
3/8/61,47650
3/15/61,48576
3/22/61,48155
3/29/61,47289
4/5/61,47987
4/12/61,47976
4/19/61,48142
4/26/61,47456
5/3/61,47975
5/10/61,48057
5/17/61,49071
5/24/61,47734
5/31/61,47146
6/7/61,47812
6/14/61,48668
6/21/61,49256
6/28/61,47983
7/5/61,48248
7/12/61,48876
7/19/61,48683
7/26/61,48069
8/2/61,48885
8/9/61,48934
8/16/61,49638
8/23/61,48192
8/30/61,47949
9/6/61,48546
9/13/61,49473
9/20/61,50505
9/27/61,48558
10/4/61,49217
10/11/61,49486
10/18/61,50156
10/25/61,49426
11/1/61,50029
11/8/61,49947
11/15/61,51235
11/22/61,50502
11/29/61,49651
12/6/61,50065
12/13/61,50673
12/20/61,52254
12/27/61,51440
1/3/62,51555
1/10/62,49999
1/17/62,50556
1/24/62,49239
1/31/62,49161
2/7/62,49290
2/14/62,49982
2/21/62,49245
2/28/62,49489
3/7/62,49464
3/14/62,49739
3/21/62,50727
3/28/62,49122
4/4/62,49831
4/11/62,49924
4/18/62,50578
4/25/62,50149
5/2/62,50561
5/9/62,50090
5/16/62,51311
5/23/62,49743
5/30/62,49520
6/6/62,50298
6/13/62,50818
6/20/62,52317
6/27/62,50794
7/4/62,51432
7/11/62,50485
7/18/62,51403
7/25/62,50063
8/1/62,50692
8/8/62,50989
8/15/62,51982
8/22/62,51015
8/29/62,50172
9/5/62,50568
9/12/62,51294
9/19/62,52235
9/26/62,50859
10/3/62,51564
10/10/62,51001
10/17/62,52261
10/24/62,50744
10/31/62,50824
11/7/62,51017
11/14/62,51338
11/21/62,51621
11/28/62,50904
12/5/62,50958
12/12/62,51621
12/19/62,53373
12/26/62,51537
1/2/63,52634
1/9/63,51489
1/16/63,51892
1/23/63,51327
1/30/63,50540
2/6/63,51268
2/13/63,51449
2/20/63,51667
2/27/63,51007
3/6/63,50864
3/13/63,51200
3/20/63,52286
3/27/63,50806
4/3/63,51269
4/10/63,51224
4/17/63,52124
4/24/63,51982
5/1/63,52475
5/8/63,51796
5/15/63,53128
5/22/63,51845
5/29/63,50979
6/5/63,51575
6/12/63,52250
6/19/63,54115
6/26/63,52465
7/3/63,53674
7/10/63,52515
7/17/63,53223
7/24/63,51771
7/31/63,52463
8/7/63,53085
8/14/63,53199
8/21/63,52770
8/28/63,51907
9/4/63,52433
9/11/63,52828
9/18/63,54355
9/25/63,52857
10/2/63,53556
10/9/63,52944
10/16/63,54092
10/23/63,52777
10/30/63,52952
11/6/63,53712
11/13/63,53502
11/20/63,54621
11/27/63,53400
12/4/63,54522
12/11/63,54126
12/18/63,56194
12/25/63,55233
12/31/63,54689
1/8/64,54673
1/15/64,54999
1/22/64,53872
1/29/64,53089
2/5/64,53921
2/12/64,53891
2/19/64,53633
2/26/64,53368
3/4/64,53551
3/11/64,53560
3/18/64,56194
3/25/64,53642
4/1/64,54355
4/8/64,53932
4/15/64,55561
4/22/64,53723
4/29/64,53805
5/6/64,54656
